ride_dist,ride_time,ride_speed,ride_id
1.0984287906825574,0.03001680317225793,36.593796627142,202312300
0.26317542814848105,0.008952420367178466,29.39712584468663,202312301
4.3817022600714814,0.15520735591173113,28.23127959581648,202312302
6.144291687578566,0.21238933309620395,28.929379823399348,202312303
4.608054744942748,0.11689216861246282,39.42141547754163,202312304
4.3861838165374,0.18906294644969904,23.199595155491572,202312305
7.882370123186375,0.3943437064022625,19.98857847916487,202312306
7.027643445912229,0.19703237806114932,35.66745483694659,202312307
6.155294637676732,0.16178189002054488,38.04687061632834,202312308
1.309613770387772,0.046485658245906246,28.172426073005063,202312309
8.430519855592193,0.2326703814963523,36.233747507412595,2023123010
8.904798989899374,0.27508086378395635,32.37156837232068,2023123011
9.615698892323703,0.3177769473297576,30.259271394993544,2023123012
5.927509308338864,0.21212839484717158,27.943026262982627,2023123013
4.173746514337119,0.27618881967742764,15.111931464900753,2023123014
1.4165163453476437,0.05701814083803812,24.843257330527567,2023123015
6.736180804217874,0.20564291648666072,32.756687754206325,2023123016
4.451757685783955,0.12318605204935458,36.138488178843126,2023123017
4.82048973435111,0.14536510468691674,33.16125795618794,2023123018
8.964099928503053,0.31574211775244204,28.390573903515037,2023123019
6.03743403672833,0.17343180884739656,34.81157278386398,2023123020
0.2987027397685105,0.009318207367036204,32.05581588849287,2023123021
3.357075556992648,0.10741313488916154,31.253864440850535,2023123022
8.16995460062381,0.26353962971485373,31.000857857558614,2023123023
9.536251594812924,0.35143971693507553,27.13481469305485,2023123024
2.0079430698544587,0.07168139153178218,28.01205482965791,2023123025
4.750990461462025,0.1627158373757623,29.19808260882735,2023123026
6.0910651539802165,0.1616063243868976,37.69075979599506,2023123027
6.483710499729823,0.17368986853063453,37.329238340613166,2023123028
4.741920940447191,0.16302534184972714,29.08701731058586,2023123029
2.199414838679512,0.08112941028635996,27.10995717725922,2023123030
3.8315057692956778,0.1349177201949772,28.398832738639175,2023123031
2.328670940796418,0.09976100928605743,23.34249580534138,2023123032
3.372881222018307,0.08568929270620484,39.361758225530004,2023123033
3.0422614896540945,0.10039469681090778,30.303009882923977,2023123034
6.420763569447793,0.22931289010317266,28.00001154125683,2023123035
4.29034626958095,0.10669066603667553,40.21294860139048,2023123036
1.4093700646626428,0.03874651066556855,36.37411577076685,2023123037
3.2369149066350467,0.09962883790614248,32.48973866065218,2023123038
4.61971036412823,0.16412457640067699,28.14758438644887,2023123039
2.793349164052655,0.13310535985783367,20.98600061662549,2023123040
3.6268084542398595,0.12480583663622546,29.059606120914076,2023123041
8.973746128216376,0.3000809515219726,29.904417733623784,2023123042
1.8657011926670874,0.06848050578595694,27.244267127619267,2023123043
7.343048430439017,0.26347156275910605,27.870364275907907,2023123044
2.892640234396553,0.09070837371725429,31.88945094984459,2023123045
0.7530084412068894,0.02542125867604297,29.621209980311697,2023123046
1.170077706870678,0.04721025652422029,24.78439629469907,2023123047
3.1759156748623605,0.14228244673066912,22.321205094779895,2023123048
4.677827726759465,0.1756246138783384,26.635376576542782,2023123049
8.306214439346789,0.2596439469751274,31.99078790826764,2023123050
0.875379262487187,0.030544869061029895,28.65879898644003,2023123051
4.273574757701746,0.15210744580088773,28.095763065379174,2023123052
